   1 	     5.4142 
   2 	     8.1239 
   3 	    10.8676 
   4 	    13.6354 
   5 	    16.3598 
   6 	    19.0868 
   7 	    21.9730 
   8 	    24.5761 
   9 	    27.2859 
  10 	    30.0614 
  11 	    32.8066 
  12 	    35.5432 
  13 	    38.3652 
  14 	    41.0737 
  15 	    43.7947 
  16 	    46.5355 
  17 	    49.2857 
  18 	    52.0202 
